"","kernel","cost","degree","error","dispersion"
"239","radial",0.1,5,0.796753246753247,0.0865045967195271
"240","sigmoid",0.1,5,0.277922077922078,0.0990439442030453
"241","linear",1,5,0.227056277056277,0.0418153086627772
"242","polynomial",1,5,0.643073593073593,0.0877710891412741
"243","radial",1,5,0.311038961038961,0.0787067673121521
"244","sigmoid",1,5,0.217965367965368,0.0253871898945744
"245","linear",2,5,0.236580086580087,0.061340716694446
"246","polynomial",2,5,0.561038961038961,0.141336079995007
"247","radial",2,5,0.292857142857143,0.0771570726093646
"248","sigmoid",2,5,0.222294372294372,0.0425874930303759
"249","linear",3,5,0.237012987012987,0.0553560819893674
"250","polynomial",3,5,0.519480519480519,0.129122426743713
"251","radial",3,5,0.311038961038961,0.0723305822743467
"252","sigmoid",3,5,0.217748917748918,0.0578569804540215
"253","linear",4,5,0.246320346320346,0.0579881939308159
"254","polynomial",4,5,0.505411255411255,0.129220154804911
"255","radial",4,5,0.301948051948052,0.0706794568689605
"256","sigmoid",4,5,0.240692640692641,0.0482359791651112
"257","linear",5,5,0.241341991341991,0.0547509243022383
"258","polynomial",5,5,0.495887445887446,0.0960785969152825
"259","radial",5,5,0.297402597402597,0.0741441607923892
"260","sigmoid",5,5,0.237012987012987,0.0762831354222719
"261","linear",6,5,0.241341991341991,0.0547509243022383
"262","polynomial",6,5,0.486363636363636,0.0898901299431025
"263","radial",6,5,0.292857142857143,0.0771570726093646
"264","sigmoid",6,5,0.218398268398268,0.0694550787382471
"265","linear",7,5,0.245887445887446,0.0463021366480379
"266","polynomial",7,5,0.467532467532468,0.0862246190125675
"267","radial",7,5,0.297402597402597,0.0676689214784844
"268","sigmoid",7,5,0.232683982683983,0.0701842585077335
"269","linear",8,5,0.245887445887446,0.0350087733665034
"270","polynomial",8,5,0.463203463203463,0.0869520628870581
"271","radial",8,5,0.297402597402597,0.0676689214784844
"272","sigmoid",8,5,0.213419913419913,0.0466828251284147
"273","linear",9,5,0.245887445887446,0.0350087733665034
"274","polynomial",9,5,0.458441558441558,0.0845345174189935
"275","radial",9,5,0.301948051948052,0.0601512689389982
"276","sigmoid",9,5,0.228354978354978,0.0763377086537885
"277","linear",10,5,0.241125541125541,0.0391768912441516
"278","polynomial",10,5,0.462987012987013,0.0904811959647443
"279","radial",10,5,0.297402597402597,0.0605046220425755
"280","sigmoid",10,5,0.227922077922078,0.0562960156023904
